"Supplier","Price","SKU","Category","Product","Model","SKU Status","Quantities recommended",
"Boomerce"," 9,999","03-777-152-33-27-04-26-00-00-02","MacBook","MacBook-Pro-(17-inch,-Late-2011)-MacBookPro8,3-2.4GHz quad-core Intel Core i7-4 GB-512 GB-Silver-17-Very Good","MacBook-Pro-Late-2011","Free market","1",
"Boomerce"," 9,999","03-777-154-33-10-04-26-00-00-02","MacBook","MacBook-Pro-(17-inch,-Late-2011)-MacBookPro8,3-2.5GHz quad-core Intel Core i7-4 GB-128 GB-Silver-17-Very Good","MacBook-Pro-Late-2011","Free market","1",
"Boomerce"," 9,999","03-777-154-33-18-04-26-00-00-02","MacBook","MacBook-Pro-(17-inch,-Late-2011)-MacBookPro8,3-2.5GHz quad-core Intel Core i7-4 GB-256 GB-Silver-17-Very Good","MacBook-Pro-Late-2011","Free market","1",
"Boomerce"," 9,999","03-777-154-33-27-04-26-00-00-02","MacBook","MacBook-Pro-(17-inch,-Late-2011)-MacBookPro8,3-2.5GHz quad-core Intel Core i7-4 GB-512 GB-Silver-17-Very Good","MacBook-Pro-Late-2011","Free market","1",
"Boomerce"," 665","03-778-147-33-10-04-23-00-00-02","MacBook","MacBook-Pro-(15-inch,-Mid-2012)-MacBookPro9,1-2.3GHz quad-core Intel Core i7-4 GB-128 GB-Silver-15.4-Very Good","MacBook-Pro-Mid-2012","Free market","1",
"Boomerce"," 685","03-778-147-33-18-04-23-00-00-02","MacBook","MacBook-Pro-(15-inch,-Mid-2012)-MacBookPro9,1-2.3GHz quad-core Intel Core i7-4 GB-256 GB-Silver-15.4-Very Good","MacBook-Pro-Mid-2012","Free market","1",
"Boomerce"," 721","03-778-147-46-10-04-23-00-00-02","MacBook","MacBook-Pro-(15-inch,-Mid-2012)-MacBookPro9,1-2.3GHz quad-core Intel Core i7-8 GB-128 GB-Silver-15.4-Very Good","MacBook-Pro-Mid-2012","Free market","1",
"Boomerce"," 9,999","03-777-162-33-27-04-18-00-00-02","MacBook","MacBook-Pro-(13-inch,-Late-2011)-MacBookPro8,1-2.8GHz dual-core Intel Core i7-4 GB-512 GB-Silver-13.3-Very Good","MacBook-Pro-Late-2011","Free market","1",
"Boomerce"," 9,999","03-776-142-33-10-04-26-00-00-02","MacBook","MacBook-Pro-(17-inch,-Early-2011)-MacBookPro8,3-2.2GHz quad-core Intel Core i7-4 GB-128 GB-Silver-17-Very Good","MacBook-Pro-Early-2011","Free market","1",
"Boomerce"," 9,999","03-776-142-33-10-04-23-00-00-02","MacBook","MacBook-Pro-(15-inch,-Early-2011)-MacBookPro8,2-2.2GHz quad-core Intel Core i7-4 GB-128 GB-Silver-15.4-Very Good","MacBook-Pro-Early-2011","Free market","1",
"Boomerce"," 9,999","03-776-138-33-27-04-23-00-00-02","MacBook","MacBook-Pro-(15-inch,-Early-2011)-MacBookPro8,2-2.0GHz quad-core Intel Core i7-4 GB-512 GB-Silver-15.4-Very Good","MacBook-Pro-Early-2011","Free market","1",
"Boomerce"," 9,999","03-775-197-05-04-05-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-1 TB-Sky Blue-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-04-05-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-1 TB-Sky Blue-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-04-05-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-1 TB-Sky Blue-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-16-04-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-2 TB-Silver-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-16-04-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-2 TB-Silver-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-16-04-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-2 TB-Silver-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-16-04-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-2 TB-Silver-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-16-08-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-2 TB-Starlight-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-16-08-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-2 TB-Starlight-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-16-08-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-2 TB-Starlight-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-16-08-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-2 TB-Starlight-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-16-02-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-2 TB-Midnight-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-16-02-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-2 TB-Midnight-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-16-02-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-2 TB-Midnight-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-16-02-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-2 TB-Midnight-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-16-05-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-2 TB-Sky Blue-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-16-05-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-2 TB-Sky Blue-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-16-05-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-2 TB-Sky Blue-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-05-16-05-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-32-2 TB-Sky Blue-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-776-145-33-10-04-18-00-00-02","MacBook","MacBook-Pro-(13-inch,-Early-2011)-MacBookPro8,1-2.3GHz dual-core Intel Core i5-4 GB-128 GB-Silver-13.3-Very Good","MacBook-Pro-Early-2011","Free market","1",
"Boomerce"," 9,999","03-776-145-33-18-04-18-00-00-02","MacBook","MacBook-Pro-(13-inch,-Early-2011)-MacBookPro8,1-2.3GHz dual-core Intel Core i5-4 GB-256 GB-Silver-13.3-Very Good","MacBook-Pro-Early-2011","Free market","1",
"Boomerce"," 9,999","03-776-145-33-27-04-18-00-00-02","MacBook","MacBook-Pro-(13-inch,-Early-2011)-MacBookPro8,1-2.3GHz dual-core Intel Core i5-4 GB-512 GB-Silver-13.3-Very Good","MacBook-Pro-Early-2011","Free market","1",
"Boomerce"," 9,999","03-776-159-33-10-04-18-00-00-02","MacBook","MacBook-Pro-(13-inch,-Early-2011)-MacBookPro8,1-2.7GHz dual-core Intel Core i7-4 GB-128 GB-Silver-13.3-Very Good","MacBook-Pro-Early-2011","Free market","1",
"Boomerce"," 9,999","03-776-159-33-18-04-18-00-00-02","MacBook","MacBook-Pro-(13-inch,-Early-2011)-MacBookPro8,1-2.7GHz dual-core Intel Core i7-4 GB-256 GB-Silver-13.3-Very Good","MacBook-Pro-Early-2011","Free market","1",
"Boomerce"," 9,999","03-776-159-33-27-04-18-00-00-02","MacBook","MacBook-Pro-(13-inch,-Early-2011)-MacBookPro8,1-2.7GHz dual-core Intel Core i7-4 GB-512 GB-Silver-13.3-Very Good","MacBook-Pro-Early-2011","Free market","1",
"Boomerce"," 9,999","03-776-138-33-10-04-23-00-00-02","MacBook","MacBook-Pro-(15-inch,-Early-2011)-MacBookPro8,2-2.0GHz quad-core Intel Core i7-4 GB-128 GB-Silver-15.4-Very Good","MacBook-Pro-Early-2011","Free market","1",
"Boomerce"," 9,999","03-776-138-33-18-04-23-00-00-02","MacBook","MacBook-Pro-(15-inch,-Early-2011)-MacBookPro8,2-2.0GHz quad-core Intel Core i7-4 GB-256 GB-Silver-15.4-Very Good","MacBook-Pro-Early-2011","Free market","1",
"Boomerce"," 9,999","03-775-197-04-16-04-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-24-2 TB-Silver-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-04-04-05-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-24-1 TB-Sky Blue-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-04-04-05-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-24-1 TB-Sky Blue-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-04-04-05-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-24-1 TB-Sky Blue-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-27-08-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-512 GB-Starlight-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-27-08-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-512 GB-Starlight-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-27-02-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-512 GB-Midnight-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-27-02-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-512 GB-Midnight-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-27-02-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-512 GB-Midnight-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-27-02-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-512 GB-Midnight-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-27-05-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-512 GB-Sky Blue-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-27-05-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-512 GB-Sky Blue-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-27-05-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-512 GB-Sky Blue-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-27-05-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-512 GB-Sky Blue-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-04-04-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-1 TB-Silver-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-04-04-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-1 TB-Silver-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-27-08-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-512 GB-Starlight-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-04-04-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-1 TB-Silver-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-04-08-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-1 TB-Starlight-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-04-08-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-1 TB-Starlight-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-04-08-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-1 TB-Starlight-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-04-08-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-1 TB-Starlight-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-04-02-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-1 TB-Midnight-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-04-02-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-1 TB-Midnight-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-04-02-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-1 TB-Midnight-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-04-02-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-1 TB-Midnight-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-04-05-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-1 TB-Sky Blue-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-04-05-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-1 TB-Sky Blue-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-04-05-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-1 TB-Sky Blue-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-04-05-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-1 TB-Sky Blue-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-04-04-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-1 TB-Silver-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-27-08-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-512 GB-Starlight-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-27-04-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-512 GB-Silver-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-27-04-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-512 GB-Silver-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-198-05-04-05-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 8-Core GPU-32-1 TB-Sky Blue-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-198-05-16-04-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 8-Core GPU-32-2 TB-Silver-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-198-05-16-04-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 8-Core GPU-32-2 TB-Silver-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-198-05-16-08-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 8-Core GPU-32-2 TB-Starlight-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-198-05-16-08-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 8-Core GPU-32-2 TB-Starlight-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-198-05-16-02-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 8-Core GPU-32-2 TB-Midnight-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-198-05-16-02-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 8-Core GPU-32-2 TB-Midnight-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-198-05-16-05-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 8-Core GPU-32-2 TB-Sky Blue-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-198-05-16-05-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 8-Core GPU-32-2 TB-Sky Blue-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 3,658","03-775-197-03-18-04-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-256 GB-Silver-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 3,658","03-775-197-03-18-04-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-256 GB-Silver-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-18-04-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-256 GB-Silver-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-18-04-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-256 GB-Silver-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-18-08-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-256 GB-Starlight-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-18-08-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-256 GB-Starlight-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-18-08-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-256 GB-Starlight-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-18-08-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-256 GB-Starlight-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-18-02-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-256 GB-Midnight-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-18-02-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-256 GB-Midnight-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-18-02-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-256 GB-Midnight-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-18-02-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-256 GB-Midnight-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-18-05-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-256 GB-Sky Blue-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-18-05-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-256 GB-Sky Blue-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-18-05-22-00-00-04","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-256 GB-Sky Blue-15-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-18-05-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-256 GB-Sky Blue-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-27-04-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-512 GB-Silver-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-27-04-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-512 GB-Silver-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-16-04-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-2 TB-Silver-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-774-191-46-04-07-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M3,-2024)-Mac15,12-Apple M3 chip: 8-Core CPU / 10-Core GPU-8 GB-1 TB-Space Gray-13-New","MacBook-Air-2024","Free market","1",
"Boomerce"," 9,999","03-775-197-03-16-04-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-2 TB-Silver-13-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-03-16-04-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-16-2 TB-Silver-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-04-27-04-22-00-00-02","MacBook","MacBook-Air-(15-inch,-M4,-2025)-Mac16,13-Apple M4 chip: 10-Core CPU / 10-Core GPU-24-512 GB-Silver-15-Very Good","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-04-27-08-17-00-00-04","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-24-512 GB-Starlight-13-New","MacBook-Air-2025","Free market","1",
"Boomerce"," 9,999","03-775-197-04-27-08-17-00-00-02","MacBook","MacBook-Air-(13-inch,-M4,-2025)-Mac16,12-Apple M4 chip: 10-Core CPU / 10-Core GPU-24-512 GB-Starlight-13-Very Good","MacBook-Air-2025","Free market","1",
